Id2,totalGroup1,totalGroup2,percent_bachelorPlus,meanvalence,households_meanIncome
6037430101,1772,1436,18.1,5.824535658,63383
6037430102,2995,474,13.8,5.837252272,66508
6037430200,132,595,54.4,6.027106403,147131
6037430301,593,2652,56.7,5.87823805,165153
6037430302,1205,3071,46.6,5.889505453,119278
6037430400,404,1314,59.5,5.886776119,150578
6037430501,363,2391,70.8,5.866159588,154282
6037430502,767,4060,59.7,5.863982679,108057
6037430600,544,1330,54.9,5.708145375,193514
6037430701,494,1377,56.1,6.021326351,114107
6037430721,330,958,50.5,5.902173855,102911
6037430723,353,822,52.5,5.734650888,82224
6037430724,548,814,49,5.810131983,72873
6037430801,926,900,47.9,5.80546512,75595
6037430802,107,935,58.3,5.827288384,124364
6037430803,666,1266,53,5.700135233,125646
6037430901,1518,936,29.6,5.849173402,70844
6037430902,1253,1239,33,5.897427154,80210
6037431001,2553,2222,28.1,5.813403903,69508
6037431002,774,1186,40,5.914823422,78858
6037431100,2894,1279,21.9,5.813460169,74752
6037431200,3606,554,12.1,5.722983204,69397
6037431300,648,997,34.4,5.685664751,105394
6037431400,1203,707,36.9,5.807476086,79107
6037431501,1162,865,27.9,5.747638775,54816
6037431502,1007,1005,29.2,5.850572086,79870
6037431600,243,835,51.9,5.860741314,114357
6037431700,178,1415,49.3,5.763749962,113804
6037431800,1031,1047,44.5,5.774618153,81119
6037431900,775,634,36.6,5.942305524,71375
6037432000,1325,1659,40.7,5.917809242,91995
6037432101,812,803,32.2,5.799246663,87629
6037432102,707,1042,37.5,5.70205234,88396
6037432201,580,425,21.6,5.674609315,56915
6037432202,1095,343,23.4,5.862755619,62725
6037432300,1666,231,17,5.849819069,68083
6037432401,1615,237,13.3,5.683823157,50103
6037432402,3212,492,7.7,5.810337027,50272
6037432500,3205,889,14,5.692153419,69471
6037432601,3018,326,12.8,5.676505753,56461
6037432602,1748,128,19.6,5.754130169,76088
6037432700,3256,234,9.4,5.80380914,48418
6037432801,1436,94,6.8,5.874265064,34424
6037432802,2581,35,10.1,5.80580602,39183
6037432901,979,228,17.7,5.82243905,61783
6037432902,1190,206,19.7,5.790283509,74210
6037433101,834,153,13.1,5.848232486,60756
6037433102,2157,36,13.5,5.722424227,51556
6037433200,3459,354,13.9,5.799024414,54036
6037433302,993,52,4.1,5.695862392,38260
6037433304,2249,127,14.4,5.781133467,41338
6037433305,2642,59,11.2,5.743250504,53902
6037433306,1225,90,16.2,5.833255156,49517
6037433307,1644,141,19.8,5.656922068,68867
6037433401,1702,98,9.3,5.686433333,61351
6037433402,1706,155,16.4,5.743286753,43345
6037433403,3000,66,5.6,5.8517467,43854
6037433501,1304,29,1.9,5.849556643,33696
6037433503,1784,70,4.3,5.812081299,56397
6037433504,2805,108,6.2,5.859843888,45726
6037433601,1229,174,13.7,5.857255465,63109
6037433602,633,97,16.2,5.813147278,49402
6037433700,2499,147,7.1,5.729502195,57033
6037433801,4294,80,7.3,5.78045139,49000
6037433802,2016,281,11.2,5.854513227,64246
6037433901,2570,119,11.5,5.733456248,43404
6037433902,2360,196,1.7,5.682969553,49360
6037434001,3409,155,6.8,5.754704342,52623
6037434003,2851,159,10,5.968732613,48318
6037434004,2099,37,10.9,5.7924604,61008
6037460100,582,3247,65.2,5.874914233,167148
6037460200,747,2042,52.5,5.856045967,107997
6037460301,717,1207,48.6,6.056517857,116003
6037460302,1373,747,30.8,6.08562444,99016
6037460401,115,241,38.7,6.005564475,94125
6037460501,232,2964,76.4,5.950609252,222227
6037460502,311,2185,73.1,5.81096465,214809
6037460600,230,2507,78.6,5.879118787,200686
6037460700,263,2791,75.3,5.972687624,262464
6037460800,222,1920,80.5,5.965948252,262082
6037460900,2909,509,24.4,5.821263432,84089
6037461000,3117,424,17.6,5.625420486,65996
6037461100,1399,1294,36.1,5.88056954,92273
6037461200,526,2494,64.2,5.936676802,147891
6037461300,933,3804,49.8,5.828422984,120754
6037461400,605,1554,44.5,5.972883683,92176
6037461501,1610,1072,37.6,5.774912167,92293
6037461502,3115,1008,15.6,5.715839525,63218
6037461600,2528,561,22.3,5.924705643,71117
6037461700,259,715,68.3,5.983994406,158737
6037461901,2716,685,25,5.776302538,63845
6037461902,296,647,62,5.841692629,64405
6037462001,2044,268,19.8,5.843888803,55209
6037462002,2401,400,9.4,5.670811831,54155
6037462100,2357,947,35.7,5.927740069,70250
6037462201,1134,1158,36.3,5.737789023,39701
6037462202,130,1376,70.6,5.87863106,75661
6037462301,1728,1257,26.6,5.807967688,55803
6037462302,566,710,61.4,5.908835592,85539
6037462400,1229,1957,45.1,5.970470731,110952
6037462500,648,3244,60,5.811852827,122198
6037462600,287,1207,58.5,5.794122378,142441
6037462700,1941,1291,42.2,6.013359645,86416
6037462800,513,945,46.4,5.898863811,88788
6037462900,785,1496,50.6,5.85166793,121835
6037463000,306,999,62.3,5.922669014,134944
6037463101,751,654,41.1,6.007304332,92862
6037463102,860,922,44.7,5.921189317,161080
6037463200,718,1433,49.7,5.735991553,97361
6037463300,256,993,72.1,5.884325469,125879
6037463400,991,2075,61.7,5.727792092,126320
6037463500,698,2512,78.3,5.903674406,121113
6037463601,889,2296,77.3,5.897518226,94062
6037463602,600,2366,71.2,5.874377886,80325
6037463700,459,1335,65.6,5.910798992,154353
6037463800,441,1975,77.5,5.959408054,207651
6037463900,492,1761,68.8,5.868365578,148507
6037464000,704,2892,71.7,5.868042292,169383
6037464100,668,2419,69,6.059280953,250063
6037464200,212,1488,73.7,5.959838539,156793
6037480101,745,651,36.3,5.751644933,91191
6037480102,808,670,35.4,5.813582204,79850
6037480201,916,1127,53.5,5.878310684,111820
6037480202,559,583,57.7,5.962909419,121196
6037480302,975,876,44.9,5.792593896,82374
6037480303,1247,184,31,5.76349879,59225
6037480304,970,328,30.2,5.830600838,48066
6037480400,1494,1169,56.1,5.903773968,84949
6037480500,720,2078,71.2,5.938479153,153066
6037480600,1259,3196,56,6.051080378,96364
6037480702,810,1316,55.9,5.819134018,115880
6037480703,401,1285,53.3,5.853368294,123566
6037480704,908,1465,58.1,5.856420324,94023
6037480802,1141,237,26.1,5.757658896,75959
6037480803,1752,612,31.2,5.815037269,104809
6037480804,1842,505,35.3,5.879000499,65072
6037480901,1452,251,31.5,5.807586249,65756
6037480902,1317,208,22.3,5.824396991,55935
6037480903,890,117,24.2,5.722543501,71213
6037481001,1044,461,34,5.856610912,57150
6037481002,2109,89,35,5.839611784,75428
6037481101,1384,336,32.5,5.853887955,54049
6037481102,563,401,35.8,5.887390897,59463
6037481103,1621,233,22.9,5.923357853,70044
6037481201,528,502,31.6,5.785713695,70520
6037481202,1565,616,30.9,5.706546274,72448
6037481300,769,95,17.8,6.008212594,67019
6037481401,794,284,28.7,5.970393782,64563
6037481402,1139,519,22.8,5.766722691,62525
6037481500,780,354,37.3,5.798664058,64160
6037481603,699,195,27.9,5.873214453,62802
6037481604,901,359,30.6,5.870107911,63082
6037481605,662,251,23.9,5.734190228,68098
6037481606,919,256,25.1,5.673267746,57385
6037481711,174,102,22.6,5.82653488,54205
6037481712,781,19,25.4,5.815623337,55691
6037481713,280,71,29,5.746298987,60221
6037481714,171,60,20.1,6.118622067,49342
6037481800,612,313,33.5,5.920393609,89206
6037481901,2086,855,35.8,5.830212581,87425
6037481902,1435,214,26.2,5.73212944,77774
6037482001,229,256,54,5.63848466,118436
6037482002,1868,256,40.3,5.771431525,89734
6037482101,1175,111,28.8,5.828687868,71469
6037482102,836,285,37.1,5.995788133,89489
6037482201,857,95,31.5,5.83685002,72334
6037482202,832,91,29.9,6.179626696,68683
6037482301,1027,558,13.8,5.824798637,59761
6037482303,1703,154,14.7,5.687799317,52870
6037482304,1391,106,12.3,5.710276208,44852
6037482401,1324,31,11,5.807463604,57358
6037482402,2178,339,23.7,5.816952531,70793
6037482502,597,35,7.9,5.69674504,60277
6037482503,930,31,8.8,5.71949359,48712
6037482521,1854,337,20.9,5.819607374,67054
6037482522,1346,719,32.7,5.813452491,82524
6037482600,1513,331,33.9,5.721327994,85516
6037482701,2495,163,22.4,5.837016212,75082
6037482702,978,178,24.2,5.768719306,69154
6037482800,1702,153,22.9,5.928972367,82005
6037501001,2502,98,9.3,5.881729347,68094
6037501002,3230,593,21.8,5.771706978,83332
6037501200,2937,806,21.1,5.716448063,88575
6037501300,4481,1265,26.4,5.858120687,79967
6037501400,2635,381,16.7,5.734595042,64268
6037501501,801,908,40.9,5.990289039,127249
6037501503,2529,916,29.9,5.80505492,68547
6037501504,2146,584,16.9,5.835272791,51041
6037501600,3148,2724,32.2,5.854085804,111964
6037501700,1722,1177,27.9,5.789831049,90146
6037501802,2213,687,26.3,5.629260881,76779
6037501803,3061,327,7.6,5.843159527,41135
6037501804,1183,277,16.4,5.830871547,49750
6037501900,2257,960,17.9,5.833974161,79101
6037502003,1771,230,12.9,5.798339473,62438
6037502004,2647,263,10.9,5.855289872,62714
6037502005,2665,811,14.1,5.778534308,75720
6037502100,3597,767,11.5,5.784690255,66137
6037502200,4542,635,11.8,5.814381891,69059
6037502301,4562,200,10,5.824375899,86512
6037502302,2316,132,8.9,5.742889903,62274
6037502401,3588,265,8.9,5.844683799,62267
6037502402,2603,161,11.7,5.941990287,80428
6037502500,2838,259,4.6,5.816312124,56703
6037502601,5481,379,10.3,5.734037462,75836
6037502602,3164,317,9.6,5.808929289,59897
6037502700,4285,446,13.6,5.712337784,68252
6037502801,4156,737,15,5.769353675,88632
6037502802,1120,276,16,5.779133556,42097
6037502901,3171,959,15.6,5.754432572,85287
6037502902,2979,311,8,5.766357383,61593
6037503000,3977,178,9.2,5.779011001,52149
6037503103,3291,470,13.3,5.755748437,88265
6037503104,1540,301,8.9,5.889548785,67939
6037503105,2354,565,14.1,5.791352745,81297
6037503106,1912,658,9.9,5.73472577,62873
6037503201,2014,1025,21.4,5.675177092,78168
6037503202,2761,684,13.1,5.933484053,73699
6037503301,1476,895,20.2,5.811165318,85289
6037503302,3799,966,14.8,5.790390642,73080
6037503401,2981,2230,22.4,5.810811209,88090
6037503402,1950,1283,30.8,5.817483613,88754
6037503501,3607,1243,24.2,5.783305308,70819
6037503502,2012,1086,15.6,5.809181626,74267
6037503601,1656,1516,25.9,5.894257834,96111
6037503602,1129,1520,42.8,5.808094054,113210
6037503701,2134,1714,20.8,5.811899316,83775
6037503702,2181,1889,14.1,5.812851718,84367
6037503703,1334,1948,44.1,5.878780624,96634
6037503801,1303,1276,23.7,5.755509425,97519
6037503802,1686,1346,31.3,5.88194199,83272
6037503901,1043,765,21.8,6.163718422,103365
6037503902,1583,1323,24,5.891836348,102514
6037504001,1511,2731,32,5.871538506,88640
6037504002,1503,1926,30.4,5.776924469,99115
6037504101,2808,823,10.1,5.773422313,65218
6037530101,3767,436,11.8,5.781557853,41111
6037530102,3303,853,11.9,5.668370057,53759
6037530202,3361,199,17.1,5.953098332,80732
6037530203,1733,215,13.4,5.71673209,58225
6037530204,2493,110,18,5.755485135,56088
6037530301,1771,85,8.2,5.733651325,54670
6037530302,5236,108,12.5,5.699569234,60324
6037530400,2178,39,17.8,5.812204537,47180
6037530500,3273,22,9.9,5.700853055,43260
6037530601,2688,35,8.2,5.934134357,56779
6037530602,1085,15,8.1,5.758343353,59829
6037530700,1752,9,7.5,5.759958469,55109
6037530801,4040,184,11.1,5.548774554,52340
6037530802,2576,16,7.3,5.8434256,52868
6037530901,2968,19,4.5,5.731595238,67027
6037530902,3009,24,2.9,5.823011331,39676
6037531000,3967,48,5.2,5.800634982,52545
6037531101,3379,29,5.6,5.791132625,41124
6037531102,2522,70,7.4,5.834308,47919
6037531202,3240,50,3,5.779182847,45799
6037531301,4068,47,5.5,5.781415408,40828
6037531302,4876,81,4.5,5.733870549,47233
6037531502,2526,8,3.1,5.761154024,44811
6037531503,2222,24,3.6,5.781670502,41754
6037531504,3259,56,7.9,5.859057456,38234
6037531602,3680,80,4.2,5.781639746,40325
6037531603,2489,76,7.6,5.768581495,56343
6037531604,2987,51,7.6,5.667246708,42173
6037531701,4176,66,4,5.810137178,50301
6037531702,3725,58,4.8,5.774959791,51107
6037531800,3844,66,4.4,5.808280995,45041
6037531901,5028,32,3.1,5.798209058,48311
6037531902,2947,143,7.4,5.834992536,58408
6037532001,2157,168,8.7,5.83606202,47438
6037532002,2190,163,9.1,5.828804529,46919
6037532101,4679,104,8.8,5.78113186,47645
6037532102,2571,219,17.7,5.725652519,70077
6037532200,4410,174,8,5.780907716,50792
6037532302,3569,34,4.8,5.769013739,51461
6037532303,3185,129,11.1,5.784625879,56318
6037532304,2978,220,7.5,5.750276895,53625
6037532400,25,10,18.2,5.788604044,128638
6037532500,3049,22,7.7,5.820755607,52724
6037532603,2323,14,6,5.827732427,41670
6037532604,2028,13,3.8,5.635218001,43867
6037532605,2976,16,1.6,5.818837236,38528
6037532606,3522,83,3.2,5.608190529,44404
6037532700,2168,23,0,5.64114167,42253
6037532800,2668,13,2.4,5.760656768,39878
6037533001,3077,27,4.8,5.674766763,41811
6037533002,2003,26,3.9,5.843896006,52158
6037533103,2411,65,5,6.093693004,37661
6037533104,3203,82,5.1,5.961988408,32693
6037533105,1676,28,10,5.84470741,33636
6037533106,1335,4,6.2,5.700692565,39845
6037533107,2521,17,12.4,5.904602778,48752
6037533201,2139,39,6.6,5.827641541,43886
6037533202,2028,23,5.5,5.799786822,52295
6037533203,1287,12,4.4,6.025591142,51325
6037533300,2246,52,2.6,5.746692083,41383
6037533401,3826,13,6.6,5.959603287,58763
6037533403,2087,135,8.7,5.730843686,44648
6037533501,2342,15,6.3,5.63975179,41627
6037533502,1618,20,6.9,5.610116779,52540
6037533503,1562,19,0.9,5.824237746,43572
6037533601,3405,83,4.8,5.655024932,40799
6037533602,3743,132,7.9,5.697072628,46836
6037533603,4658,244,8.8,5.648323994,44945
6037533701,2648,53,3.7,5.644302109,42408
6037533702,2637,8,2.1,5.848366407,45180
6037533703,3053,52,3.7,5.723239103,45299
6037533803,4385,425,4.5,5.905376984,44888
6037533804,3065,150,7.8,5.830600123,44425
6037533805,2883,100,9.7,6.09981668,48219
6037533806,2631,41,6.4,5.803921111,43373
6037533901,4395,30,2.5,5.639771567,47270
6037533902,2947,101,6.4,5.8404672,52962
6037534001,3569,66,7,5.763729297,45637
6037534002,3189,200,8.9,5.683331269,62730
6037534101,1188,77,7.5,5.745651778,48343
6037534102,4478,163,5.4,5.639532704,43597
6037534201,2997,162,4,5.656149547,42973
6037534202,4027,163,4.3,5.771042991,42640
6037534203,2540,65,3.5,5.87281922,49066
6037534301,3221,33,8.5,5.754489426,47123
6037534302,2660,91,4.2,5.596062497,51030
6037534403,2190,89,4.7,5.976776036,45087
6037534404,2299,89,4.8,5.808531108,38481
6037534405,2996,38,2.5,5.729917821,42117
6037534406,3635,81,3.1,5.623212665,47558
6037534501,3635,92,5.9,5.678924779,49043
6037534502,3499,22,6.3,5.86321797,54777
6037534700,3853,60,7.9,5.715339925,71374
6037534802,2319,34,5.2,5.832263086,54742
6037534803,3403,81,4.5,5.781159839,39686
6037534804,2924,10,4.9,5.717509856,51076
6037534900,4793,13,2.3,5.728987275,44387
6037535002,2441,54,4.4,5.678120589,45942
6037535101,4538,57,7.6,5.77625411,47738
6037535102,2543,26,6,5.894964571,45869
6037535200,3460,27,6.1,5.702282368,43858
6037535300,3967,9,1.9,5.775218967,40919
6037535400,2217,17,2.9,5.681332796,38131
6037535501,2935,41,2.8,5.830601315,43767
6037535502,3552,105,6.1,5.741334015,48842
6037535503,1834,20,5.8,5.610874522,43469
6037535603,2507,11,7.2,5.792731105,48964
6037535604,3233,12,4.4,5.919898214,45641
6037535605,3256,43,3.7,5.839443231,42277
6037535606,1307,37,5,5.704400481,37536
6037535607,3389,16,7.5,5.863189757,57457
6037535701,4883,71,5.6,5.801793721,59475
6037535702,3390,229,4.8,5.783311241,43118
6037535802,5118,253,7.5,5.727573123,53433
6037535803,3431,47,7,5.755902321,48855
6037535804,3969,104,6,5.790487697,56315
6037535901,4295,55,11.9,5.756001626,66673
6037535902,5976,247,8.1,5.737480573,74801
6037536000,2846,62,3.9,5.794650844,48471
6037536102,2032,424,10.3,5.872621894,62360
6037536103,4260,69,6.5,5.891511778,55244
6037536104,2773,115,8.6,5.786882897,54387
6037536200,4926,501,18.3,5.672677486,64054
6037540101,4598,81,9.6,5.836723626,75743
6037540102,4796,175,7.6,5.810821324,62088
6037540201,1408,7,6,5.860302063,36424
6037540202,4463,253,5.6,5.828202278,37829
6037540203,3625,64,5.1,5.757252743,43104
6037540300,3671,72,7.6,5.938585095,50647
6037540400,1450,14,1.6,5.644421878,43830
6037540501,4216,463,2.4,5.681907589,58228
6037540502,3833,82,4.6,5.813286215,47426
6037540600,1726,25,4.3,5.644150112,40850
6037540700,1246,42,10.6,5.773506229,48043
6037540800,1642,20,14.1,5.757272372,64016
6037540901,2007,128,10.8,5.574499328,50947
6037540902,1354,44,11.4,5.680899852,54077
6037541001,329,23,14.5,5.844748097,55992
6037541002,550,410,24.6,5.857027242,67519
6037541100,1148,42,7.1,5.80594497,58695
6037541200,1640,93,12.9,5.84562337,58754
6037541300,2515,9,5.3,5.576909089,45563
6037541400,3870,22,3.1,5.693794709,41225
6037541500,3722,8,2.1,5.757499005,53677
6037541603,1925,87,1.6,5.683929072,42549
6037541604,3356,123,3.5,5.686322937,38158
6037541605,3320,23,5.7,5.660210488,51784
6037541606,1474,23,4.7,5.710808132,43719
6037541700,3909,42,7.6,5.803032702,57483
6037541801,3274,36,5.5,5.762459996,61597
6037542000,2959,127,6.9,5.807261333,53977
6037542103,2660,15,4.2,5.592533668,48627
6037542104,2251,32,4.1,5.754188607,65229
6037542105,2843,52,4.1,5.774012025,52304
6037542106,2102,31,4.7,5.781269878,43159
6037542200,3867,40,4.8,5.784521029,54219
6037542401,2093,24,6.5,5.849993452,60745
6037542402,1699,41,12.7,5.637700121,63161
6037542501,1507,48,9.8,5.492609611,51956
6037542502,1669,45,7.2,5.610519232,40089
6037542601,1805,38,6.5,5.539566331,41791
6037542602,3194,80,7.4,5.781572727,51749
6037542700,3178,46,8.4,5.758545102,56009
6037542800,939,42,10.1,5.785122507,55123
6037542900,1656,7,5,5.596906269,52647
6037543000,1410,19,10.5,5.714469875,68389
6037543100,2536,41,7.7,5.779233439,68556
6037543201,1478,70,9.6,5.676249773,58405
6037543202,2356,46,7,5.693928471,47726
6037543304,787,139,32.1,5.844892498,89130
6037543305,969,695,10.5,5.737562908,63891
6037543306,1565,631,29.3,5.752047101,83554
6037543321,656,514,34,5.829721392,95078
6037543322,672,136,34.5,5.824311686,88831
6037543400,1819,231,17,5.808367241,82112
6037543501,1930,563,26,5.906246938,69020
6037543502,1480,706,25.9,5.743078583,69713
6037543503,1349,786,34.7,5.877095247,76861
6037543601,1212,506,27.7,5.792157672,90459
6037543602,2071,1022,39.3,5.765206563,78609
6037543603,589,1197,33.7,5.774562725,86993
6037543604,2239,532,27.6,5.772015012,95992
6037543701,1148,183,17.5,5.697042933,88263
6037543702,2892,334,17.9,5.728384574,78219
6037543703,1647,369,20.8,5.895541342,94360
6037543801,2085,655,21.6,5.76130155,86082
6037543802,1693,276,20.7,5.809502112,77270
6037543903,1358,297,28.2,5.763030786,73723
6037543905,2276,103,11.5,5.800719223,76065
6037544001,2251,204,13.2,5.684001363,59391
6037544002,1504,386,16,5.808400843,89163
6037550100,4681,538,16.1,5.83955706,82178
6037550201,1664,334,14.5,5.701094446,70711
6037550202,2926,683,13.1,5.795976557,72935
6037550300,4244,861,22.2,5.811439115,72132
6037550400,679,334,15.8,5.878217792,81819
6037550500,4482,1516,24.6,5.76822055,120755
6037550601,3053,973,19.9,6.025896863,69976
6037550602,2748,738,23.2,5.897168345,106751
6037550700,3878,1188,31.6,5.792376548,97631
6037550800,4113,1264,24.7,5.817268567,82419
6037550901,2367,486,22.2,5.855441988,58522
6037550902,3483,690,28.1,5.72608152,68248
6037551000,3330,1397,31.2,5.789170806,90913
6037551101,2238,183,10,5.743910677,49466
6037551102,2870,462,8.3,5.838415791,48754
6037551201,2401,396,19.3,5.828005925,76181
6037551202,4500,813,20.5,5.908854684,70166
6037551300,2973,714,9.4,5.75517459,49653
6037551401,2708,776,19.8,5.698792644,74926
6037551402,2274,637,18.6,5.871910617,80626
6037551501,2515,672,25.6,5.749453735,73338
6037551502,2181,909,23.7,5.815045704,64739
6037551700,3863,661,11.3,5.750751631,69109
6037551800,4138,837,23.4,5.919762213,68974
6037551900,2936,556,16.5,5.813161754,71669
6037552001,2115,458,18.7,5.767367816,70715
6037552002,2129,280,11.4,5.764926922,67631
6037552100,3087,904,9.9,5.737614794,55923
6037552200,3659,246,9.8,5.735741698,51501
6037552301,2261,283,21.9,5.759376132,83181
6037552302,1404,623,22.4,5.750057107,73642
6037552400,1714,135,7.2,5.77847565,70938
6037552601,3926,166,8.9,5.672002327,65394
6037552602,1722,453,22.1,5.752259953,75563
6037552700,3800,921,14,5.728722324,68890
6037552800,3234,692,12.9,5.814473234,69008
6037552900,3083,956,16.7,5.840091063,65766
6037553000,2329,722,20.4,5.861761062,87808
6037553100,2369,1495,20.1,5.8848412,79257
6037553200,3776,1246,19.7,5.805948487,79912
6037553300,1865,674,11.8,5.911111434,68998
6037553400,2147,311,16.8,5.768637857,70039
6037553502,2361,261,12.9,5.688009594,58209
6037553503,1514,114,6.9,5.721154479,57529
6037553504,3879,209,8.7,5.830416753,57485
6037553601,2932,209,5.8,5.723241132,53594
6037553602,2812,333,11.9,5.937404877,61545
6037553701,2870,76,3.5,5.664405608,52440
6037553702,3306,28,2.9,5.716794855,55602
6037553801,2471,122,3.1,5.669407767,53263
6037553802,3101,319,8.7,5.835218022,44973
6037553901,4169,408,12.1,5.778936548,65442
6037553902,3119,462,9.5,5.841906874,54118
6037554001,1446,630,19.2,5.760670614,64497
6037554002,2501,863,14.3,5.845500157,56073
6037554101,2244,497,11.5,5.719413923,56467
6037554103,659,290,16.6,5.765225128,94330
6037554104,1026,354,13.9,5.849923349,56541
6037554105,1570,425,14.4,5.687880763,44229
6037554201,1533,726,22.5,5.858988092,84578
6037554203,1328,838,16.5,5.77330991,66355
6037554204,1735,547,12.2,5.718100571,41674
6037554301,1900,331,10.1,5.746485372,59589
6037554302,1043,225,12,5.734177203,49833
6037554403,2004,664,10.9,5.740730424,52807
6037554404,1411,476,12.5,5.775784309,50570
6037554405,1087,418,18.5,5.76159849,70437
6037554406,1184,1448,31.8,5.78262963,82418
6037554511,200,494,53.2,5.851851457,99726
6037554512,291,917,57.8,5.785710483,121118
6037554513,127,167,62.3,5.854382866,107768
6037554514,648,636,39.5,5.732263872,95622
6037554515,390,711,44.4,5.821032854,121914
6037554516,435,517,46.9,5.739071956,116235
6037554517,311,419,53.9,5.878768231,103868
6037554518,589,815,48.3,5.918726733,109772
6037554519,263,478,48.6,5.822481456,121727
6037554521,904,1343,38.8,5.807907514,96597
6037554522,822,912,44.2,5.910801424,113857
6037554600,1754,669,20.4,5.813083023,65054
6037554700,3002,242,8.7,5.848400521,68005
6037554801,2173,161,13,5.698690874,67826
6037554802,1339,1270,31.3,5.804811559,77024
6037554900,1202,1505,27.8,5.846531243,74137
6037555001,2029,846,22.4,5.784824653,85286
6037555002,975,806,22.1,5.701259936,74453
6037555102,2587,709,20.1,5.691302219,56796
6037555103,1135,821,27.6,5.8893731,76072
6037555104,1332,596,27.9,5.789114919,65696
6037555202,780,1649,36.8,5.849539005,121358
6037555211,3797,176,5.1,5.70633686,47027
6037555212,2554,462,7,5.592826425,45267
6037570100,646,569,24.1,5.810709704,83663
6037570202,3017,543,9,5.712077728,60619
6037570203,1814,131,7.4,5.676296594,47360
6037570204,1466,406,14.5,5.982672453,57625
6037570301,4099,519,7.3,5.874619806,59388
6037570303,1680,203,11.7,5.775516275,49305
6037570304,2123,237,8.3,5.75538209,54671
6037570402,1237,161,15,5.85084311,68414
6037570403,3044,76,5.9,5.75027514,59663
6037570404,1644,52,12.8,5.860700416,59197
6037570501,3037,1021,14.8,5.808946928,83336
6037570502,3044,988,10.7,5.790858914,66279
6037570601,2455,389,11.9,5.634992624,57875
6037570602,2535,546,17.6,5.774209873,63809
6037570603,1241,328,12,5.689484908,41295
6037570701,1387,1328,37.3,5.807005776,75463
6037570702,698,710,28.2,5.761579795,88469
6037570800,1306,2119,29,5.812121222,88796
6037570901,1079,2598,32.8,5.748596385,97769
6037570902,871,1640,32.1,5.828007603,105391
6037571000,1134,3077,22.9,5.779587502,91466
6037571101,1070,2325,26.4,5.901819821,109562
6037571102,559,1840,34.8,5.749002366,91003
6037571200,1741,3424,36.1,5.825535754,108910
6037571300,878,1936,34,5.864764533,102216
6037571400,1366,1607,23.4,5.722206545,83734
6037571502,1012,904,28.4,5.867711489,66687
6037571503,985,582,29.6,5.840715174,83031
6037571504,1350,922,26.2,5.81508811,72166
6037571600,433,113,8.7,5.696910969,19196
6037571701,2726,444,16.1,5.815174015,56838
6037571703,1570,158,10.2,5.972790641,47419
6037571704,1325,305,8.2,5.877329157,47091
6037571800,364,1667,56.9,5.869371984,148947
6037571900,1450,1772,45.8,5.778079178,103716
6037572001,1141,2352,45.3,5.787938358,97687
6037572002,683,1628,29.5,5.672592616,85230
6037572100,294,167,33.6,5.87394866,112908
6037572201,1933,952,33.7,5.733609202,82336
6037572202,940,564,26.3,5.799830211,94019
6037572301,1780,181,13.3,5.793912304,67296
6037572302,1169,127,13.7,5.540232241,68534
6037572400,181,117,19.3,5.860296995,68828
6037572500,326,292,12.8,5.848744296,30851
6037572600,1760,126,20.9,5.879082183,81524
6037572700,1389,186,16.8,5.738317407,60290
6037572800,112,183,4.3,5.784957325,21964
6037572900,2470,163,9.9,5.819325701,57073
6037573002,1858,251,6.9,5.728333699,38033
6037573003,636,316,20.6,5.627747646,71981
6037573004,1862,421,12.3,5.727880556,38368
6037573100,3167,560,19.6,5.882803584,63159
6037573201,2054,144,9.5,5.842631927,43842
6037573202,2684,372,8.7,5.776707324,50365
6037573300,1371,109,7.2,5.789022338,42408
6037573401,333,294,23.3,5.869735317,70847
6037573402,1820,1430,27,5.833950227,63252
6037573403,542,1223,53.6,5.880072952,115295
6037573601,970,3073,37.4,5.873935676,113249
6037573700,908,2478,42.1,5.864488217,112363
6037573800,580,2389,32.6,5.846389161,99525
6037573902,190,1035,56.7,5.779313103,144337
6037574000,950,3063,43,5.853947813,121560
6037574100,745,2925,43.3,5.929119629,103385
6037574201,564,1463,38.5,5.773520925,101021
6037574202,510,1081,22.1,5.809379582,73688
6037574300,681,3266,34.6,5.855683858,90014
6037574400,737,2893,44.8,5.830155239,113329
6037574500,561,3849,49.9,5.866493083,108348
6037574602,197,690,55.6,6.029568272,119646
6037574800,243,1759,61,5.825625993,123514
6037574901,456,2226,52.2,5.862087947,102936
6037574902,867,2117,44.8,5.879662807,60368
6037575001,648,1684,42.8,5.811105598,74628
6037575002,1124,2037,45,5.787341735,77027
6037575101,1815,519,18.2,5.770203068,49384
6037575102,1672,275,11.5,5.675960818,36380
6037575103,1561,1141,26,5.708006431,46170
6037575201,1582,56,11.3,5.717979274,47532
6037575202,2130,96,9.7,5.890823778,43857
6037575300,2069,146,10.5,5.715999445,38941
6037575401,3075,358,7.3,5.752702041,37037
6037575402,2221,169,7,5.836973938,42140
6037575801,1246,192,8.1,5.913235646,32825
6037575802,2724,320,13.2,5.850347819,38419
6037575803,1269,407,14,5.746471946,30980
6037575901,1274,566,30.1,5.836766582,53824
6037575902,1248,1673,32.4,5.920891987,52246
6037576001,849,2126,56.7,5.997124957,97577
6037576200,2152,1277,27.7,5.914354547,44476
6037576301,1712,599,23.2,5.869925204,49352
6037576302,1789,254,11.3,5.752438872,42233
6037576401,2099,272,2.6,5.779259137,34045
6037576402,2146,209,6.2,5.718415918,41958
