price,year,manufacturer,condition,cylinders,fuel,odometer,transmission,type,paint_color,F1,F2,F3,F4
5770.0,1970.0,ford,good,8 cylinders,gas,65000.0,automatic,truck,blue,590,1.338826655373627,0.20198731593182534,c
10249.0,2013.0,ford,excellent,6 cylinders,gas,114000.0,automatic,SUV,black,217,2.110649208460707,-0.024597713871691382,a
8762.0,2012.0,ford,excellent,6 cylinders,gas,132000.0,automatic,SUV,white,824,2.4661318111501185,0.17612581442045533,c
17285.0,2016.0,ford,excellent,6 cylinders,gas,69877.0,automatic,SUV,black,774,2.3825020201126716,-0.11636800558944628,a
3327.0,2005.0,ford,good,4 cylinders,gas,96000.0,automatic,sedan,black,562,1.9242674662531007,-0.05608748435705721,a
31065.0,2017.0,ford,like new,6 cylinders,gas,124914.0,automatic,truck,red,440,2.3287707071156984,-0.10020194323791397,b
2346.0,2000.0,ford,good,8 cylinders,gas,227000.0,automatic,SUV,white,119,2.0542325702417483,0.2347362171693531,c
9544.0,2004.0,ford,good,6 cylinders,gas,73266.0,automatic,SUV,silver,724,2.2127021693391606,0.060982227039801065,c
3602.0,1998.0,ford,good,8 cylinders,gas,119900.0,automatic,truck,red,345,1.7853911197180041,0.10801445381596428,a
8016.0,2011.0,ford,good,6 cylinders,gas,89000.0,automatic,SUV,silver,161,2.1476783800200674,0.0020696849352854767,c
11183.0,2012.0,ford,excellent,8 cylinders,gas,,automatic,SUV,silver,3660,2.1337266022755994,0.02592622539177657,c
28070.0,2014.0,ford,excellent,6 cylinders,gas,79565.0,automatic,pickup,white,144,2.4846321091981123,0.07961856804184128,c
20617.0,2013.0,ford,excellent,6 cylinders,gas,87453.0,automatic,SUV,white,2961,2.258150829296939,0.12386989523357578,a
33769.0,2020.0,ford,good,4 cylinders,gas,9350.0,automatic,SUV,silver,2697,2.511324377147711,0.2082004649263766,c
18457.0,2015.0,subaru,excellent,4 cylinders,gas,78800.0,automatic,sedan,silver,1503,2.456591920424627,0.23085698112574934,c
21760.0,2012.0,ford,excellent,8 cylinders,gas,78000.0,automatic,truck,red,1206,2.4004668128583697,-0.06752571874709229,a
3438.0,2006.0,ford,good,4 cylinders,gas,139921.0,automatic,sedan,silver,1364,2.163098936128638,0.15353550030127933,c
16341.0,2018.0,ford,excellent,4 cylinders,gas,52524.0,automatic,SUV,red,2295,2.321154147804041,-0.021504813231175784,c
17552.0,2014.0,ford,like new,6 cylinders,gas,72469.0,automatic,pickup,white,988,2.1626010546992185,-0.05702286344447646,b
3081.0,2010.0,ford,excellent,4 cylinders,gas,147000.0,automatic,sedan,black,208,2.0795200171264296,0.044498540564454826,c
7346.0,2011.0,ford,excellent,8 cylinders,gas,72000.0,automatic,sedan,blue,136,2.265020185006372,0.20103083956494508,b
11291.0,2012.0,ford,excellent,6 cylinders,gas,74000.0,automatic,SUV,black,1881,2.313547538869735,0.0945702678469908,b
8471.0,2012.0,ford,excellent,4 cylinders,gas,33401.0,automatic,sedan,silver,2359,2.2824977704778746,0.05904416729988385,c
4257.0,2007.0,ford,good,6 cylinders,gas,205300.0,automatic,SUV,silver,122,2.23588211730052,0.0021106980858717627,b
17106.0,2016.0,ford,good,4 cylinders,gas,14480.0,automatic,SUV,white,1504,2.2780042474647217,0.00655842482867669,c
25569.0,2017.0,ford,excellent,6 cylinders,gas,47395.0,automatic,SUV,red,3882,2.23238416187188,0.17145848899839095,a
8241.0,1993.0,ford,good,6 cylinders,gas,79964.0,automatic,truck,blue,1433,1.7739558238927935,0.2412497732536009,b
22401.0,2014.0,ford,good,8 cylinders,gas,95323.0,automatic,truck,black,1256,2.0461872891056783,0.010419234335830224,a
16434.0,2014.0,ford,excellent,8 cylinders,gas,218065.0,automatic,truck,white,3115,2.4033232573933767,0.1909777030986073,c
4997.0,2010.0,ford,good,4 cylinders,gas,204000.0,automatic,sedan,black,498,2.4028450477650334,0.2867871244259569,a
42777.0,2018.0,ford,good,6 cylinders,gas,7432.0,automatic,pickup,blue,5059,2.2922630427546715,0.20825340227574224,a
7589.0,2001.0,ford,excellent,8 cylinders,gas,200000.0,automatic,truck,black,2230,2.0608968953319047,0.1410764477601647,b
17512.0,2016.0,ford,like new,4 cylinders,gas,30300.0,automatic,SUV,red,65,2.4487682775857094,0.0945621616126723,c
8113.0,2003.0,ford,good,8 cylinders,gas,149071.0,automatic,pickup,white,1144,1.974335751024796,0.3296270727258437,b
15492.0,2012.0,ford,good,8 cylinders,gas,161000.0,automatic,pickup,white,947,2.2389089362162014,0.175794876480812,b
6219.0,2009.0,ford,good,4 cylinders,gas,82977.0,automatic,sedan,silver,308,2.2871284378060768,-0.09605846474497387,b
4078.0,1982.0,ford,fair,8 cylinders,gas,18100.0,automatic,truck,red,988,1.6291782656945732,0.16674879240943952,c
19417.0,1995.0,subaru,excellent,6 cylinders,gas,53500.0,manual,sedan,silver,781,1.902983979603842,0.16393972405545096,b
5076.0,2017.0,ford,excellent,8 cylinders,gas,163628.0,automatic,truck,white,3009,2.4530285443422963,-0.048717912896522525,b
8405.0,1922.0,ford,good,8 cylinders,gas,,automatic,truck,black,1114,0.1673519125508982,0.2930646044883133,c
11562.0,2013.0,ford,excellent,6 cylinders,gas,85000.0,automatic,pickup,white,554,2.2805539103740933,0.0881819716020981,b
5594.0,2012.0,ford,like new,4 cylinders,gas,185000.0,automatic,sedan,red,2424,2.433978440578521,0.1190163436290104,c
19526.0,2016.0,ford,excellent,4 cylinders,gas,83298.0,automatic,SUV,silver,707,2.319657730177548,0.05728947203108939,a
24569.0,2019.0,ford,excellent,8 cylinders,gas,4069.0,automatic,truck,white,1639,2.5169165298357368,0.015778470587191312,b
41572.0,2018.0,ford,good,6 cylinders,gas,7432.0,automatic,pickup,blue,5059,2.392884174507002,0.17382859317288155,a
17788.0,2010.0,ford,excellent,8 cylinders,gas,52400.0,automatic,truck,white,453,2.1927862199516177,0.017433479673626434,a
21296.0,2011.0,ford,excellent,6 cylinders,gas,104145.0,automatic,truck,white,511,2.304050253315056,0.1585356211880964,a
17573.0,2015.0,ford,excellent,6 cylinders,gas,99372.0,automatic,SUV,black,1318,2.356591735958648,0.171609136283836,c
1582.0,2000.0,ford,fair,8 cylinders,gas,262000.0,automatic,SUV,white,333,1.974847445286156,0.2168695247738956,c
35003.0,2015.0,ford,excellent,8 cylinders,gas,113665.0,automatic,truck,silver,2545,2.387643866102412,0.1901776576583848,a
5267.0,2008.0,ford,excellent,4 cylinders,gas,127845.0,automatic,sedan,silver,338,2.312148094550707,0.11691196178279688,b
40221.0,2020.0,ford,good,6 cylinders,gas,845.0,automatic,pickup,black,5062,2.5259135187966844,0.0315733725151293,c
29977.0,2015.0,ford,excellent,6 cylinders,gas,93000.0,automatic,truck,black,480,2.3100313328527533,-0.04606542101827171,a
4330.0,2010.0,ford,like new,4 cylinders,gas,157677.0,automatic,sedan,silver,213,2.2145674045348582,-0.017909320555661745,a
6004.0,2011.0,ford,excellent,6 cylinders,gas,234000.0,automatic,SUV,white,1564,2.210273345049404,0.0176561041467774,c
500.0,2010.0,ford,excellent,8 cylinders,gas,140230.0,automatic,pickup,black,5250,2.2367127603244104,0.050669563428020516,a
17247.0,2017.0,ford,excellent,4 cylinders,gas,71778.0,automatic,SUV,white,1262,2.2256007731870087,0.19663834118405088,a
7751.0,2010.0,ford,excellent,6 cylinders,gas,106000.0,automatic,SUV,black,311,2.2040230761712793,0.2638784514534638,b
6244.0,2008.0,ford,excellent,6 cylinders,gas,157583.0,automatic,SUV,blue,4082,2.0812912486732653,0.18936377938745386,c
13693.0,2014.0,ford,excellent,4 cylinders,gas,57373.0,automatic,SUV,black,3069,2.2594834860138,-0.021842267992461514,c
8716.0,2012.0,ford,like new,8 cylinders,gas,107000.0,automatic,pickup,white,224,2.327685628310984,0.09939124646517672,b
6006.0,2006.0,ford,good,6 cylinders,gas,182000.0,automatic,sedan,white,246,2.0686721444420866,0.10228418952040846,a
5866.0,2007.0,ford,good,6 cylinders,gas,156000.0,automatic,SUV,blue,235,2.2003882013831992,0.2680487826789697,b
17202.0,2011.0,ford,excellent,6 cylinders,gas,127000.0,automatic,SUV,silver,1756,2.162889116413592,0.2375237998378731,c
13593.0,2013.0,ford,good,4 cylinders,gas,150806.0,automatic,SUV,black,135,2.3038486480954217,0.3095633044863646,a
20384.0,2011.0,ford,excellent,6 cylinders,gas,109297.0,automatic,truck,blue,1730,2.1865242619409573,0.2428418780831141,a
7165.0,2009.0,subaru,excellent,4 cylinders,gas,160871.0,automatic,SUV,silver,201,2.2236864496029867,-0.005417307958045584,b
31352.0,2019.0,subaru,like new,4 cylinders,gas,12285.0,automatic,SUV,silver,5853,2.4514273814630694,0.18880923176289804,b
9775.0,2008.0,ford,good,8 cylinders,gas,,automatic,truck,black,133,1.9655914277148128,0.1594199682048349,a
15399.0,2011.0,ford,good,6 cylinders,gas,101050.0,automatic,truck,white,1367,2.2552956019678088,0.10366371130842758,a
24604.0,2015.0,ford,like new,8 cylinders,gas,,automatic,truck,silver,371,2.406872667489577,0.08213551923246969,b
21745.0,2013.0,ford,good,6 cylinders,gas,132735.0,automatic,truck,silver,1300,2.2977667599280185,0.1186979337283765,a
7241.0,2008.0,subaru,good,4 cylinders,gas,131000.0,automatic,sedan,silver,264,2.2448585570101907,0.07368271191627905,b
17992.0,2013.0,ford,excellent,6 cylinders,gas,117764.0,automatic,SUV,blue,2868,2.3962523593166924,0.017290335577994337,b
8567.0,2013.0,ford,like new,6 cylinders,gas,,automatic,SUV,red,538,2.3678131238534426,0.040856023018512766,a
11354.0,2012.0,ford,excellent,4 cylinders,gas,24475.0,automatic,sedan,silver,290,2.0624549778112065,0.1951547244429581,c
35569.0,2017.0,ford,excellent,6 cylinders,gas,26860.0,automatic,pickup,blue,3861,2.2600359866243322,-0.0259696692584796,c
5587.0,2008.0,ford,excellent,6 cylinders,gas,200271.0,automatic,truck,white,354,2.2207510547945484,-0.01988019942723332,c
24695.0,1946.0,ford,excellent,8 cylinders,gas,,automatic,sedan,white,610,0.7091922657593835,-0.032203210853118634,a
12231.0,2012.0,ford,like new,6 cylinders,gas,90000.0,automatic,SUV,silver,83,2.256405724781556,0.11724246459481875,a
39362.0,2017.0,ford,like new,6 cylinders,gas,44500.0,automatic,truck,red,970,2.394017028569454,0.12785297248943844,c
4784.0,2010.0,ford,good,4 cylinders,gas,171000.0,automatic,SUV,silver,164,2.4395811123057567,0.07106749363756018,a
11295.0,2013.0,ford,good,6 cylinders,gas,143000.0,automatic,SUV,blue,3072,2.2251048559747937,0.16672855266608014,b
6233.0,2009.0,ford,excellent,4 cylinders,gas,128000.0,automatic,sedan,white,3755,2.1454378470535933,0.04333654124514469,a
4776.0,2007.0,ford,fair,6 cylinders,gas,120012.0,automatic,sedan,black,282,2.2176797112115754,-0.004779193211170554,b
44063.0,2010.0,ford,excellent,8 cylinders,gas,75500.0,automatic,truck,black,840,2.3489094823425978,0.17738032433152984,a
12274.0,2010.0,ford,excellent,6 cylinders,gas,,automatic,sedan,black,124,2.3092940944082643,0.12132227374215585,a
2420.0,2005.0,ford,good,6 cylinders,gas,166000.0,automatic,SUV,red,506,2.1771255985688684,0.06686521043947252,a
2668.0,2008.0,ford,good,6 cylinders,gas,340400.0,automatic,SUV,white,386,2.1366860208652634,0.026066645395467655,c
40424.0,2019.0,ford,like new,4 cylinders,gas,4390.0,automatic,pickup,blue,451,2.4837266311581,0.2192037776524732,b
8974.0,2007.0,ford,excellent,8 cylinders,gas,174000.0,automatic,SUV,white,7199,2.002848222457253,-0.09176073919512796,b
5125.0,2003.0,ford,excellent,8 cylinders,gas,100000.0,automatic,SUV,black,415,1.8548306952620863,0.2844130837834955,c
2190.0,2002.0,ford,good,4 cylinders,gas,220000.0,automatic,sedan,blue,156,1.9577574035074143,0.06915046778692642,b
35647.0,2017.0,ford,good,6 cylinders,gas,14695.0,automatic,pickup,blue,4945,2.4571984933365942,0.05628125200832161,b
5426.0,2012.0,ford,excellent,4 cylinders,gas,131800.0,automatic,sedan,white,207,2.1500392734602767,0.051665395672232536,b
4705.0,2010.0,ford,excellent,4 cylinders,gas,147897.0,automatic,sedan,blue,211,2.174142050101032,-0.023588046791199302,b
33557.0,2017.0,subaru,excellent,4 cylinders,gas,42313.0,automatic,SUV,black,5774,2.4888126586484582,0.27241670266929274,a
6399.0,2004.0,ford,excellent,8 cylinders,gas,196046.0,automatic,SUV,white,2805,2.0346164084589966,0.07515328363316526,a
4787.0,2008.0,ford,excellent,8 cylinders,gas,240000.0,automatic,pickup,white,188,2.2186160655338885,-0.11400645872501815,b
3831.0,2003.0,ford,excellent,6 cylinders,gas,132000.0,automatic,SUV,blue,925,2.1319422955098686,-0.04103481493243138,c
14784.0,2010.0,ford,excellent,8 cylinders,gas,109010.0,automatic,truck,white,341,2.149599252851538,0.17017512139720953,b
10094.0,2010.0,ford,excellent,6 cylinders,gas,141566.0,automatic,sedan,white,777,2.2038358992101026,0.20077696129374084,a
17980.0,2016.0,ford,like new,8 cylinders,gas,133112.0,automatic,truck,white,275,2.4339081002148664,-0.0775493039772959,a
3694.0,2006.0,ford,good,6 cylinders,gas,107000.0,automatic,SUV,white,290,2.131217279234781,-0.0015085770939377294,c
6864.0,2006.0,ford,excellent,6 cylinders,gas,157877.0,automatic,SUV,white,1599,2.1203608553894218,0.15365188945230868,c
34713.0,2016.0,ford,like new,8 cylinders,gas,49904.0,automatic,truck,silver,1176,2.4080225059250897,0.157297356640135,c
4515.0,2003.0,subaru,excellent,4 cylinders,gas,92321.0,automatic,sedan,red,220,2.2690237160048703,0.13112056489819562,a
10211.0,2011.0,ford,excellent,6 cylinders,gas,111324.0,automatic,SUV,black,173,2.4012024702739163,-0.05416011591840556,b
36272.0,2016.0,ford,excellent,8 cylinders,gas,29079.0,automatic,pickup,black,229,2.4346722272548877,0.20926171898430407,c
15585.0,2012.0,ford,excellent,8 cylinders,gas,132000.0,automatic,SUV,white,1846,2.4260118077046764,0.05984636599865185,b
23525.0,2018.0,subaru,good,4 cylinders,gas,33297.0,manual,sedan,blue,948,2.3826960352057025,-0.015482679261689974,c
15827.0,2017.0,ford,good,4 cylinders,gas,83390.0,automatic,SUV,black,670,2.457558772024913,-0.03603753766892378,a
22523.0,2014.0,ford,like new,8 cylinders,gas,152377.0,automatic,truck,white,1176,2.4353004711175825,0.18575716541782328,c
13872.0,2005.0,ford,excellent,8 cylinders,gas,115830.0,automatic,pickup,white,5356,2.1655822222123464,0.11113317875428128,c
6844.0,2009.0,ford,excellent,6 cylinders,gas,,automatic,SUV,silver,99,2.1545812876629875,0.024532701715450453,b
2912.0,2002.0,ford,good,8 cylinders,gas,125960.0,automatic,pickup,blue,239,1.8090176064432613,-0.11228736029432017,c
5701.0,2009.0,ford,good,8 cylinders,gas,183200.0,automatic,SUV,red,81,2.198494668108516,-0.018918869541203073,b
22145.0,2017.0,ford,excellent,6 cylinders,gas,51084.0,automatic,truck,white,299,2.445665129635508,0.10729541780018684,c
8535.0,2009.0,ford,excellent,6 cylinders,gas,,automatic,SUV,red,525,2.193595286514172,0.0675539910843404,c
38175.0,2015.0,ford,excellent,8 cylinders,gas,89907.0,automatic,truck,black,4368,2.4494021907593018,0.0824692627090247,b
5199.0,2012.0,subaru,good,4 cylinders,gas,174019.0,automatic,SUV,white,283,2.259827630686081,-0.0002469171647612456,c
4899.0,2009.0,subaru,good,4 cylinders,gas,163000.0,automatic,sedan,silver,235,2.3034786971757937,-0.03557490936825597,b
8499.0,2012.0,ford,good,4 cylinders,gas,118987.0,automatic,sedan,black,1804,2.2397740928442986,0.00046078068570723496,a
2111.0,2003.0,ford,good,6 cylinders,gas,127000.0,automatic,sedan,silver,1021,2.1090390405158312,0.07734804481302945,a
4324.0,2002.0,ford,excellent,6 cylinders,gas,162402.0,automatic,SUV,silver,192,2.173325597675346,0.15880255423171988,a
19696.0,2015.0,ford,excellent,6 cylinders,gas,82244.0,automatic,SUV,black,1579,2.4568677802870686,0.06468845084291519,c
21521.0,2018.0,ford,excellent,6 cylinders,gas,72000.0,automatic,sedan,white,1394,2.274844028271954,0.2558450087908791,b
10113.0,2006.0,ford,good,8 cylinders,gas,142700.0,automatic,truck,white,950,2.115367881684154,0.3497061331251564,b
29616.0,2008.0,ford,good,8 cylinders,gas,68845.0,automatic,truck,white,2695,2.15430854142682,0.31041670420057643,b
31381.0,2016.0,ford,good,8 cylinders,gas,18175.0,automatic,pickup,red,5060,2.3025102374168913,-0.09146606166586446,a
8201.0,2009.0,ford,excellent,4 cylinders,gas,113000.0,automatic,SUV,black,247,2.1855265850598617,0.23365732722564225,b
11529.0,2018.0,ford,good,6 cylinders,gas,25723.0,automatic,sedan,silver,798,2.3397857229298054,0.04818085833181705,c
11502.0,2013.0,ford,good,6 cylinders,gas,131000.0,automatic,SUV,blue,659,2.22393646208758,0.10078118868772236,a
8369.0,1969.0,ford,good,6 cylinders,gas,109000.0,manual,pickup,blue,581,1.188656517130792,0.16236078901083995,c
6425.0,2012.0,ford,excellent,4 cylinders,gas,120000.0,automatic,sedan,black,331,2.1246540412458224,0.3393919072886041,b
12190.0,2014.0,ford,excellent,4 cylinders,gas,22225.0,automatic,sedan,silver,378,2.3895492008265564,0.044962515570567914,b
22632.0,2014.0,ford,like new,8 cylinders,gas,152987.0,automatic,truck,white,1753,2.179070053707616,0.3022618234667974,a
11515.0,2013.0,ford,good,4 cylinders,gas,77124.0,automatic,sedan,silver,321,2.249918054023624,0.1972091280484608,b
5974.0,2015.0,ford,good,4 cylinders,gas,165753.0,automatic,sedan,white,312,2.4601938916566395,0.0039523804382551745,c
800.0,2009.0,ford,excellent,6 cylinders,gas,,automatic,sedan,blue,7582,2.1317425631247566,-0.0096098562988481,b
0.0,2011.0,ford,excellent,6 cylinders,gas,150269.0,automatic,SUV,blue,4069,2.3108397450694644,0.02224592619382473,c
500.0,2017.0,ford,good,6 cylinders,gas,49791.0,automatic,truck,white,1625,2.4563341571797594,0.041291121114614436,a
42982.0,2015.0,ford,excellent,6 cylinders,gas,61816.0,automatic,pickup,red,1097,2.3627520306616465,0.08942610007430518,a
19520.0,2018.0,subaru,excellent,4 cylinders,gas,24200.0,automatic,SUV,blue,292,2.537731706696685,0.05696803950628681,a
0.0,2019.0,ford,good,8 cylinders,gas,12679.0,automatic,truck,white,1652,2.4145898817666827,0.1776208163388366,c
38854.0,2017.0,ford,good,6 cylinders,gas,14874.0,automatic,pickup,red,5057,2.4007787763897857,0.141834430064101,a
29204.0,2013.0,ford,excellent,8 cylinders,gas,65816.0,automatic,truck,white,721,2.2285872717291526,-0.05002140509206302,b
52816.0,2020.0,ford,like new,6 cylinders,gas,56.0,automatic,truck,black,1792,2.372355473267,0.13977830506000138,a
5128.0,2010.0,subaru,good,4 cylinders,gas,185000.0,automatic,sedan,black,512,2.2321996200782364,0.23644025045469985,b
4314.0,2002.0,ford,excellent,6 cylinders,gas,175000.0,automatic,pickup,silver,267,1.995025588581441,0.07842045490833377,c
7293.0,2008.0,ford,good,8 cylinders,gas,76000.0,automatic,truck,white,326,2.3067030431681195,0.0493303657667641,c
24187.0,2017.0,subaru,excellent,4 cylinders,gas,71000.0,manual,sedan,black,269,2.4085627286232683,0.02925160753781475,c
36757.0,2019.0,ford,good,6 cylinders,gas,3011.0,automatic,pickup,white,4883,2.4726869500902158,0.20896505277136115,a
6568.0,2007.0,subaru,good,4 cylinders,gas,117676.0,automatic,SUV,silver,1221,2.3367426323236704,0.01044568864270419,c
9325.0,2008.0,ford,excellent,6 cylinders,gas,157580.0,automatic,pickup,white,424,2.1299792882720747,0.06578431640499742,b
6276.0,1991.0,ford,good,8 cylinders,gas,71593.0,automatic,truck,white,414,1.7515826147247067,0.09624075390271104,b
7410.0,2010.0,ford,excellent,6 cylinders,gas,144484.0,automatic,SUV,black,313,2.0339497272484364,-0.05501062151739053,b
17543.0,2018.0,ford,excellent,4 cylinders,gas,84040.0,automatic,SUV,black,2378,2.665082162573388,0.16995256144912296,c
39422.0,2018.0,ford,good,6 cylinders,gas,28627.0,automatic,SUV,black,4191,2.553892396171787,-0.03420815414169004,b
4362.0,2002.0,ford,good,6 cylinders,gas,89000.0,automatic,SUV,silver,224,2.0923561494496044,0.14793023668710792,c
1907.0,2012.0,ford,good,6 cylinders,gas,,automatic,SUV,blue,856,2.1260339912756963,0.0595079624206369,c
2326.0,1993.0,ford,fair,6 cylinders,gas,156000.0,automatic,truck,white,52,1.78497114045381,0.014482816220274959,a
3055.0,2008.0,subaru,fair,4 cylinders,gas,160000.0,automatic,sedan,silver,393,2.193614459161836,-0.014494756549269266,c
18895.0,2010.0,ford,good,8 cylinders,gas,144438.0,automatic,pickup,white,746,2.1475884365890443,0.2267172153947107,a
12406.0,2015.0,subaru,excellent,4 cylinders,gas,100091.0,automatic,sedan,red,399,2.3351173204142435,0.18156612825473595,c
18617.0,2014.0,ford,excellent,8 cylinders,gas,132243.0,automatic,truck,blue,1830,2.227095469170034,0.06599808556939257,a
6681.0,2009.0,ford,good,4 cylinders,gas,67000.0,automatic,sedan,silver,475,2.02184486580264,0.11353885072701475,c
13566.0,2014.0,ford,good,6 cylinders,gas,74630.0,automatic,sedan,black,584,2.5138710623580143,0.06702972760175774,a
800.0,2015.0,ford,excellent,4 cylinders,gas,123500.0,automatic,sedan,white,1486,2.3783345516510686,0.032724372264444634,b
13101.0,1989.0,ford,excellent,8 cylinders,gas,126744.0,automatic,SUV,white,386,1.7922150841560047,0.06965222961274405,b
17349.0,2018.0,ford,excellent,4 cylinders,gas,18098.0,automatic,SUV,white,1022,2.079029234698272,0.0346525501135215,b
26132.0,2008.0,ford,good,8 cylinders,gas,107244.0,automatic,truck,white,2720,2.1389491976958275,0.04571270342715751,c
19764.0,2015.0,subaru,like new,4 cylinders,gas,46229.0,automatic,SUV,white,1957,2.4714518069612157,0.20040401974622127,b
41558.0,2019.0,ford,excellent,8 cylinders,gas,37661.0,automatic,truck,white,1838,2.5344277488578224,0.11155720609415827,a
6543.0,2008.0,ford,good,4 cylinders,gas,125000.0,automatic,SUV,white,210,2.340572664464005,0.23574321175494334,c
15357.0,2014.0,ford,excellent,4 cylinders,gas,74670.0,automatic,sedan,white,16625,2.3998409339068787,0.27988485958270026,c
36755.0,2018.0,ford,excellent,8 cylinders,gas,105000.0,automatic,pickup,silver,273,2.3164322643737423,0.22516959146078108,c
17419.0,2019.0,subaru,excellent,4 cylinders,gas,3000.0,automatic,sedan,red,3436,2.3677591950579138,0.05743106576002927,a
7861.0,2011.0,subaru,good,4 cylinders,gas,184974.0,automatic,SUV,silver,281,2.2012015259941364,0.1788691498058314,b
18612.0,2013.0,ford,excellent,6 cylinders,gas,114000.0,automatic,pickup,black,333,2.418666597527361,0.18172893264656576,c
25040.0,2008.0,ford,good,8 cylinders,gas,107244.0,automatic,truck,white,2720,2.2534347578526024,0.002015634026393348,c
13008.0,2014.0,ford,excellent,4 cylinders,gas,38600.0,automatic,sedan,silver,187,2.183476603739054,0.0006341335968318706,a
5960.0,2008.0,ford,good,6 cylinders,gas,91000.0,automatic,SUV,blue,158,2.18083537949367,0.1478429177341186,b
3332.0,2001.0,ford,excellent,6 cylinders,gas,111405.0,automatic,sedan,silver,254,1.7216610081727244,0.10081202855699724,b
11293.0,2005.0,subaru,good,4 cylinders,gas,60000.0,manual,sedan,blue,450,2.2576750935550525,0.07548687778216696,c
31403.0,2015.0,ford,like new,6 cylinders,gas,68342.0,automatic,truck,red,1176,2.2571613616711805,0.14475657026103986,a
4692.0,2003.0,subaru,excellent,4 cylinders,gas,92321.0,automatic,sedan,red,220,2.131020954781012,0.09646086902479344,b
9708.0,2011.0,ford,excellent,8 cylinders,gas,186402.0,automatic,SUV,white,2387,2.121571541119147,-0.028723532111404413,c
13867.0,2011.0,ford,good,8 cylinders,gas,155420.0,automatic,truck,white,2190,2.377741506175631,0.1185566195922054,a
800.0,2016.0,ford,excellent,4 cylinders,gas,,automatic,SUV,black,477,2.3820435419985633,0.02594906234842309,b
7350.0,2010.0,ford,like new,4 cylinders,gas,151826.0,automatic,sedan,silver,915,2.1684520210595304,0.1509609146580836,b
23586.0,2016.0,ford,excellent,8 cylinders,gas,115071.0,automatic,truck,white,836,2.1940031637952417,0.00813999351874771,a
16830.0,2013.0,ford,like new,4 cylinders,gas,,automatic,sedan,white,998,2.434120138301432,0.02094100147456326,a
46662.0,2017.0,ford,like new,8 cylinders,gas,30600.0,automatic,pickup,blue,954,2.5249475799940297,0.3281730006484295,b
12616.0,2019.0,ford,excellent,4 cylinders,gas,36127.0,automatic,sedan,black,4957,2.491373947322969,-0.011184394812789794,b
800.0,2008.0,ford,excellent,6 cylinders,gas,212140.0,automatic,sedan,silver,1331,2.1876600733656866,0.15914855367459854,b
8896.0,2013.0,ford,excellent,4 cylinders,gas,69725.0,automatic,sedan,red,457,2.230266719249169,0.07705619786437959,a
23362.0,2013.0,ford,like new,8 cylinders,gas,124032.0,automatic,truck,black,359,2.310788906256968,0.14336138537501514,a
500.0,2012.0,ford,good,8 cylinders,gas,7453.0,automatic,truck,blue,3586,2.4027644497658014,0.16403592513112766,a
0.0,2014.0,ford,excellent,6 cylinders,gas,97415.0,automatic,pickup,black,6763,2.4031513934539417,0.012053386014019936,c
21110.0,2019.0,subaru,excellent,4 cylinders,gas,47249.0,automatic,sedan,silver,655,2.5835821526201928,0.2418550352689469,c
13695.0,2004.0,ford,good,8 cylinders,gas,100000.0,automatic,truck,red,148,2.1531369945876926,0.1416906652598019,c
5829.0,2009.0,ford,good,8 cylinders,gas,183200.0,automatic,SUV,red,81,2.234013277656348,0.06684436128476781,a
0.0,2016.0,ford,excellent,4 cylinders,gas,61544.0,automatic,SUV,red,6285,2.4668000781384585,0.1486088350248031,c
9192.0,2011.0,ford,excellent,6 cylinders,gas,111987.0,automatic,sedan,black,940,2.2043121310438725,0.16209425293971053,a
19956.0,2017.0,subaru,excellent,6 cylinders,gas,45098.0,automatic,sedan,blue,1063,2.3315147104378466,0.10270988501677396,b
9838.0,2010.0,ford,excellent,6 cylinders,gas,169184.0,automatic,SUV,silver,487,2.1926041738975117,0.20592475148632886,b
3665.0,2004.0,ford,fair,8 cylinders,gas,,automatic,SUV,red,135,2.1655793200805937,0.17429155291207984,a
21627.0,2016.0,ford,like new,6 cylinders,gas,91299.0,automatic,SUV,blue,1181,2.35190432424408,0.1737479430447827,a
23443.0,2017.0,ford,like new,4 cylinders,gas,64241.0,automatic,SUV,silver,2526,2.269657970079612,0.20773149086587336,a
21036.0,2017.0,ford,good,4 cylinders,gas,42541.0,automatic,SUV,white,1050,2.482938675951607,0.13707925628019474,c
28773.0,2012.0,ford,excellent,8 cylinders,gas,195213.0,automatic,truck,white,876,2.185798293780544,0.3108476052637117,c
16033.0,2009.0,ford,excellent,8 cylinders,gas,140900.0,automatic,pickup,white,529,2.1187682713950124,-0.013761038558685296,a
27568.0,2018.0,subaru,like new,4 cylinders,gas,52249.0,automatic,SUV,silver,2603,2.458813504663925,0.28924118480472755,a
7263.0,2004.0,ford,good,8 cylinders,gas,153000.0,automatic,truck,black,317,1.9961674474845024,0.11744116591362212,c
18915.0,2017.0,ford,excellent,4 cylinders,gas,51137.0,automatic,sedan,white,4488,2.317992292893892,-0.054019463639051496,c
25496.0,2008.0,ford,good,8 cylinders,gas,68845.0,automatic,truck,white,2695,2.146800707589704,0.1366874999586899,a
14146.0,2008.0,ford,excellent,6 cylinders,gas,138000.0,automatic,SUV,white,95,2.2392627021192824,0.18663519727974268,a
31673.0,2015.0,ford,like new,8 cylinders,gas,52063.0,automatic,truck,white,1176,2.437974698708783,0.1135041447990144,a
46807.0,2017.0,ford,good,6 cylinders,gas,14961.0,automatic,pickup,black,4980,2.326503794170994,0.24519425290343425,c
